53|Ungewöhnlicher Sitz|Необычный сед|One heel is raised on toe support; its knee is pressed toward the floor by the hand. The other foot comes forward near the navel while its hand presses the other knee down.|Eine Ferse ist im Zehenstütz angehoben; die Hand drückt das zugehörige Knie zum Boden. Der andere Fuß kommt nach vorn zum Nabel, während die andere Hand das zweite Knie absenkt.|Одна пятка поднята с опорой на пальцы, кисть прижимает соответствующее колено к полу. Другая стопа выведена вперёд к пупку, вторая кисть прижимает другое колено.|knee_hand_surface|toe_support,lotus_height|curved|1
54|Rad um den Kopf|Колесо вокруг головы|The head and both palms stay planted while the legs travel around them. The selected plate captures an asymmetric intermediate position on the toes, not a symmetric stationary bridge.|Kopf und beide Handflächen bleiben aufgesetzt, während die Beine um sie herumwandern. Das ausgewählte Bild zeigt eine asymmetrische Zwischenstellung auf den Zehen, keine symmetrische ruhende Brücke.|Голова и обе ладони остаются на месте, ноги перемещаются вокруг них. Выбранный снимок показывает асимметричное промежуточное положение на пальцах ног, а не симметричный неподвижный мост.|support_surface|variant_conflict,toe_support|support|1
55|Einbeinstand mit geöffneten Armen|Стойка на одной ноге с раскрытыми руками|One leg lifts backward; one arm reaches overhead and the other sideways. The selected photograph shows extended fingers and a bent rear knee with the toes angled downward.|Ein Bein hebt sich nach hinten, ein Arm nach oben, der andere seitlich. Das ausgewählte Foto zeigt gestreckte Finger und ein gebeugtes hinteres Knie mit abwärts gerichteten Zehen.|Одна нога поднята назад, одна рука вверх, другая в сторону. На выбранной фотографии пальцы кистей вытянуты, заднее колено согнуто, пальцы ноги направлены вниз.|schematic|foot_angle|extended|1,2,3
56|Fußdruck am Bauch|Прижатие стоп к животу|Heels approach the navel, toes point upward and the feet press against the abdomen. The selected photograph shows palms upward at the knees with curved thumb–index areas; exact contacts are unclear.|Fersen nahe dem Nabel, Zehen nach oben, Füße gegen den Bauch gedrückt. Das ausgewählte Foto zeigt aufwärts gerichtete Handflächen an den Knien mit gekrümmten Daumen-Zeigefinger-Bereichen; genaue Kontakte bleiben unklar.|Пятки у пупка, пальцы ног направлены вверх, стопы прижаты к животу. На выбранном фото ладони раскрыты вверх у коленей, большие и указательные пальцы согнуты; точные контакты нечёткие.|palm_orientation|abdomen_feet|gesture_unclear|1
57|Halber Drehsitz des Matsyendra|Половинная поза Матсьендры|One heel tucks beneath the pelvis; the other foot crosses beyond the knee. The front hand holds its toes. The rear arm wraps around the waist toward the navel.|Eine Ferse ist unter dem Becken verborgen; der andere Fuß steht jenseits des Knies. Die vordere Hand hält dessen Zehen. Der hintere Arm führt um die Taille zum Nabel.|Одна пятка убрана под таз, другая стопа поставлена за коленом. Передняя кисть держит её пальцы. Задняя рука обходит талию по направлению к пупку.|toe_grip_missing,waist_wrap|tucked_feet|toe_grip|2
58|Kranich|Поза журавля|The palms support the body, fingers spread, with the knees against the backs of the upper arms. Both feet lift behind, held close in the selected photograph.|Die Handflächen tragen den Körper, Finger gespreizt, Knie an den Rückseiten der Oberarme. Beide Füße heben sich hinten und bleiben im ausgewählten Foto eng beieinander.|Ладони поддерживают тело, пальцы разведены, колени упираются в заднюю поверхность плеч. Обе стопы подняты сзади и на выбранном снимке находятся близко друг к другу.|support_surface|feet_together|support|1
59|Armstütz mit gespreizten Beinen|Упор с разведёнными ногами|In the selected variant both palms support the body while straight legs extend upward and outward around the arms. The earlier supine variant instead holds the big toes with the hands.|In der ausgewählten Variante tragen beide Handflächen den Körper, gestreckte Beine reichen um die Arme nach oben und außen. In der vorherigen Rückenlage werden dagegen die großen Zehen gehalten.|В выбранном варианте обе ладони поддерживают тело, прямые ноги вытянуты вверх и в стороны вокруг рук. В предыдущем варианте лёжа на спине кисти удерживают большие пальцы ног.|support_surface,variant_conflict|schematic|support|1,2
60|Vorbeuge mit beidseitigem Knöchelgriff|Наклон с захватом обеих лодыжек|The head and shoulders pass between the legs beneath the knees. Both hands wrap around the ankles; the plate shows outward-turned feet and a view of the abdomen from behind.|Kopf und Schultern führen zwischen den Beinen unter die Knie. Beide Hände umfassen die Knöchel; das Bild zeigt nach außen gedrehte Füße und den von hinten sichtbaren Bauch.|Голова и плечи проходят между ногами под коленями. Обе кисти обхватывают лодыжки; на снимке стопы развёрнуты наружу, живот виден сзади.|ankle_grip_missing,arm_thread|feet_outward|ankle_grip|1
61|Schaukel im Lotus|Качели в лотосе|The lotus legs and pelvis lift between the arms. The photograph shows spread fingers supporting the hands with raised palm contours; the text calls this palm support. Feet remain on the opposite thighs.|Lotusbeine und Becken heben sich zwischen den Armen. Das Foto zeigt gespreizte Finger und angehobene Handflächenkonturen; der Text nennt Handflächenstütz. Die Füße bleiben auf den gegenüberliegenden Oberschenkeln.|Ноги в лотосе и таз подняты между руками. На фото пальцы разведены, контуры ладоней приподняты; текст называет это опорой на ладони. Стопы остаются на противоположных бёдрах.|finger_support|lotus_height|support|1
62|Bequemer Sitz|Удобный сед|A comfortable crossed-leg seat. The selected photograph shows overlapping hands in the lap, palms upward; the Russian sentence instead places the hands on the knees. The two references differ.|Bequemer Sitz mit gekreuzten Beinen. Das ausgewählte Foto zeigt übereinanderliegende Hände im Schoß, Handflächen nach oben; der russische Satz nennt dagegen Hände auf den Knien. Die beiden Angaben unterscheiden sich.|Удобный сед со скрещёнными ногами. На выбранном фото кисти лежат одна на другой у таза ладонями вверх; русская фраза указывает руки на коленях. Эти два указания различаются.|palm_stack,variant_conflict|tucked_feet|stacked|1
63|Kopf-zum-Knie mit halbem Lotus|Голова к колену с полулотосом|In the selected plate the folded foot rests high on the opposite thigh. The opposite hand holds the extended leg's toes; the other arm reaches behind the back toward the lotus heel.|Im ausgewählten Bild liegt der gefaltete Fuß hoch auf dem anderen Oberschenkel. Die gegenüberliegende Hand hält die Zehen des gestreckten Beins; der andere Arm greift hinter dem Rücken zur Lotusferse.|На выбранном снимке согнутая стопа лежит высоко на противоположном бедре. Противоположная кисть держит пальцы прямой ноги; другая рука проходит за спиной к пятке в лотосе.|toe_grip_missing,back_clasp,cross_grip|lotus_height|toe_grip|1
64|Rückbeuge mit Knöchelgriff|Прогиб назад с захватом лодыжек|The book describes a backward bend with straight knees and feet together. Both hands hold the ankles behind the body, bringing the head toward the backs of the legs. A forward-fold model reverses this pose.|Das Buch beschreibt eine Rückbeuge mit geraden Knien und geschlossenen Füßen. Beide Hände halten die Knöchel hinter dem Körper, der Kopf nähert sich den Beinrückseiten. Ein Vorbeugenmodell kehrt diese Haltung um.|Книга описывает прогиб назад с прямыми коленями и соединёнными стопами. Обе кисти держат лодыжки позади тела, голова приближается к задней поверхности ног. Модель наклона вперёд меняет направление этой позы.|backbend_direction,ankle_grip_missing|feet_together|ankle_grip|1,2
65|Gegrätschte Überkopfhaltung|Положение за головой с разведёнными ногами|Both legs pass overhead and spread widely toward the floor. Each hand firmly holds the toes of its corresponding foot, with the arms extending toward the separated feet.|Beide Beine führen über den Kopf und öffnen sich weit zum Boden. Jede Hand hält fest die Zehen des zugehörigen Fußes, die Arme reichen zu den getrennten Füßen.|Обе ноги заведены за голову и широко разведены к полу. Каждая кисть крепко держит пальцы соответствующей стопы, руки вытянуты к разведённым стопам.|toe_grip_missing|overhead_toe_contact,foot_spacing|toe_grip|1
66|Armstütz mit einem Bein auf der Schulter|Упор с одной ногой на плече|One leg rests over the shoulder with its foot pointing forward. Both palms support the lifted body beside the hips; the other straight leg extends forward above the floor.|Ein Bein liegt über der Schulter, sein Fuß zeigt nach vorn. Beide Handflächen stützen den angehobenen Körper neben den Hüften; das andere gerade Bein reicht über dem Boden nach vorn.|Одна нога лежит на плече стопой вперёд. Обе ладони поддерживают поднятое тело сбоку от таза; другая прямая нога вытянута вперёд над полом.|support_surface|foot_angle|support|1,2
67|Armstütz mit beiden Beinen auf den Schultern|Упор с обеими ногами на плечах|Both legs fold over the shoulders with the feet directed outward. Palms beside the body lift the pelvis from the floor; fingers spread for support.|Beide Beine liegen gefaltet über den Schultern, die Füße zeigen nach außen. Handflächen neben dem Körper heben das Becken vom Boden; Finger zum Stützen gespreizt.|Обе ноги согнуты на плечах, стопы направлены наружу. Ладони сбоку от корпуса поднимают таз над полом; пальцы разведены для опоры.|support_surface|feet_outward|support|1
68|Kopf-zum-Knie mit rückwärtigem Zehengriff|Голова к колену с задним захватом пальцев ноги|The supporting leg stays straight as the trunk folds forward. Both hands hold the other foot's toes behind the body, drawing its heel toward the buttock.|Das Standbein bleibt gerade, der Rumpf beugt sich vor. Beide Hände halten hinter dem Körper die Zehen des anderen Fußes und ziehen dessen Ferse zum Gesäß.|Опорная нога остаётся прямой при наклоне вперёд. Обе кисти держат пальцы другой стопы позади тела, подтягивая её пятку к ягодице.|toe_grip_missing|heel_contact|toe_grip|1
69|Liegender Skorpion|Лежащий скорпион|Arms spread sideways: the text explicitly places thumbs on the floor and the other fingers upward. The bent legs arc toward the chin, with the big toes touching each other.|Arme seitlich geöffnet: Laut Text berühren die Daumen den Boden, die übrigen Finger zeigen nach oben. Die gebeugten Beine führen zum Kinn, die großen Zehen berühren einander.|Руки разведены в стороны: текст прямо указывает большие пальцы кистей на полу, остальные вверх. Согнутые ноги заведены к подбородку, большие пальцы ног соприкасаются.|thumb_floor|chin_feet,feet_together|thumb_down|1
70|Armstütz mit Füßen über dem Kopf|Упор со стопами над головой|In the selected variant the soles meet above the head while both palms support the lifted body. The other plate crosses the feet behind the shoulders; these are different arrangements.|In der ausgewählten Variante treffen sich die Fußsohlen über dem Kopf, beide Handflächen tragen den angehobenen Körper. Das andere Bild kreuzt die Füße hinter den Schultern; dies sind unterschiedliche Anordnungen.|В выбранном варианте подошвы соединены над головой, обе ладони поддерживают поднятое тело. На другом снимке стопы перекрещены за плечами; это разные положения.|support_surface|above_head_soles|support|1,2,3
71|Palme auf den Zehen|Пальма на носках|Feet together, heels raised on the toes. Both arms extend beside the ears; the text specifies palms facing outward. The selected plate keeps the hands apart, not joined in prayer.|Füße zusammen, Fersen im Zehenstand angehoben. Beide Arme reichen neben den Ohren hoch; laut Text zeigen die Handflächen nach außen. Im ausgewählten Bild sind die Hände getrennt, nicht zum Gebet verbunden.|Стопы соединены, пятки подняты с опорой на пальцы. Обе руки вытянуты вдоль ушей; по тексту ладони обращены наружу. На выбранном фото кисти раздельны, а не соединены в молитвенном жесте.|palms_outward|feet_together|extended|1
72|Bachstelze auf den Knien|Трясогузка на коленях|The body balances on the knees, arms spread like wings. The text brings the feet toward the buttocks, off the floor; they are largely hidden in the selected frontal photograph.|Der Körper balanciert auf den Knien, die Arme wie Flügel geöffnet. Laut Text heben sich die Füße zum Gesäß vom Boden; im ausgewählten Frontfoto sind sie weitgehend verdeckt.|Тело балансирует на коленях, руки раскрыты как крылья. По тексту стопы подняты к ягодицам над полом; на выбранном фронтальном снимке они в основном скрыты.|schematic|raised_leg_contact,heel_contact|extended|1,2
73|Einbeinige Schulterhaltung mit Nackengriff|Одна нога на плече с замком у шеи|One bent leg rests on the shoulder; the other heel tucks beneath the pelvis. The text specifies interlaced fingers at the neck, with both elbows bent around the head.|Ein gebeugtes Bein liegt auf der Schulter, die andere Ferse unter dem Becken. Laut Text sind die Finger am Nacken verschränkt, beide Ellenbogen um den Kopf gebeugt.|Одна согнутая нога лежит на плече, другая пятка убрана под таз. Текст указывает переплетённые пальцы кистей у шеи, оба локтя согнуты вокруг головы.|neck_clasp,interlock_missing|tucked_feet|interlocked|1
74|Beidseitiger Schulter-Fuß-Griff|Удержание обеих стоп у плеч|Both bent legs rest over the shoulders. Each hand supports and holds its corresponding foot near the heel, with the soles facing forward in the photograph.|Beide gebeugten Beine liegen über den Schultern. Jede Hand stützt und hält den zugehörigen Fuß nahe der Ferse; im Foto zeigen die Sohlen nach vorn.|Обе согнутые ноги лежат на плечах. Каждая кисть поддерживает и удерживает соответствующую стопу у пятки; на фото подошвы обращены вперёд.|foot_grip_missing|foot_angle|foot_grip|1
75|Kniestand mit rückwärtigem Fußgriff|Стойка на коленях с задним захватом стоп|The knees are separated, torso upright. Each hand reaches behind to hold the same-side foot or toes, lifting the feet toward the hands; the grips are hidden in the frontal photograph.|Die Knie stehen auseinander, der Rumpf aufrecht. Jede Hand greift hinter dem Körper den gleichseitigen Fuß oder dessen Zehen; die Füße sind zu den Händen angehoben. Im Frontfoto sind die Griffe verdeckt.|Колени разведены, корпус вертикален. Каждая кисть позади тела удерживает одноимённую стопу или её пальцы, стопы подняты к кистям; на фронтальном фото захваты скрыты.|toe_grip_missing|raised_leg_contact|foot_grip|1
76|Stehende Hand-Fuß-Vorbeuge|Наклон стоя с кистями у стоп|Legs and feet stay together in a standing forward fold. The selected plate places the palms flat beside the feet; the text also permits a big-toe grip as a separate option.|Beine und Füße bleiben in der stehenden Vorbeuge zusammen. Im ausgewählten Bild liegen die Handflächen flach neben den Füßen; der Text erlaubt zusätzlich einen Großzehengriff als eigene Möglichkeit.|Ноги и стопы соединены в наклоне стоя. На выбранном снимке ладони лежат плоско рядом со стопами; текст также допускает отдельный вариант захвата больших пальцев ног.|hand_beside_feet|feet_together|support|1,2
77|Ein Bein hinter dem Nacken|Одна нога за шеей|One leg passes behind the neck, with its foot above the opposite shoulder. Palms join in front of the chest. The other leg folds on the floor in this plate; another plate extends it.|Ein Bein führt hinter den Nacken, sein Fuß über die gegenüberliegende Schulter. Die Handflächen verbinden sich vor der Brust. Das andere Bein liegt hier gefaltet am Boden; ein weiteres Bild streckt es aus.|Одна нога заведена за шею, её стопа над противоположным плечом. Ладони соединены перед грудью. Другая нога на этом снимке согнута на полу; на другом вытянута.|prayer_contact|behind_head|joined|1,2,3
78|Beide Beine hinter dem Nacken|Обе ноги за шеей|Both legs cross behind the neck and shoulders, with the feet rising above the head. Palms join at the chest and the forearms lie in front of the folded legs.|Beide Beine kreuzen sich hinter Nacken und Schultern, die Füße ragen über den Kopf. Die Handflächen sind vor der Brust verbunden, die Unterarme liegen vor den gefalteten Beinen.|Обе ноги перекрещены за шеей и плечами, стопы подняты над головой. Ладони соединены у груди, предплечья находятся перед сложенными ногами.|prayer_contact|behind_head|joined|1,2
79|Sitz mit angehobenen Fersen|Сед с поднятыми пятками|Knees spread wide, heels together and raised near the perineum, toes lowered to the floor. Hands rest at the knees; the photograph shows upward-facing palms with curved fingers.|Knie weit geöffnet, Fersen zusammen und nahe dem Damm angehoben, Zehen zum Boden abgesenkt. Hände an den Knien; das Foto zeigt aufwärts gerichtete Handflächen mit gekrümmten Fingern.|Колени широко разведены, пятки соединены и подняты у промежности, пальцы ног опущены на пол. Кисти у коленей; на фото ладони обращены вверх, пальцы согнуты.|palm_orientation|heel_height,toe_support|gesture_unclear|1
80|Gedrehte Hocke|Скручивание в приседе|From a squat, one knee moves across toward the opposite foot as the torso turns. The hands hold the knee surfaces, with fingers wrapping their contours; the photograph shows one knee low and the other upright.|Aus der Hocke bewegt sich ein Knie zum gegenüberliegenden Fuß, der Rumpf dreht sich. Die Hände halten die Knieoberflächen mit umfassenden Fingern; im Foto ist ein Knie tief, das andere aufgerichtet.|Из приседа одно колено движется к противоположной стопе при повороте корпуса. Кисти удерживают поверхности коленей, пальцы огибают их контуры; на фото одно колено опущено, другое поднято.|knee_hand_surface,cross_grip|heel_contact|curved|1,2
81|Schwebender Langsitz|Поднятый сед с прямыми ногами|Straight legs stay together while the body lifts. The text explicitly specifies fingertips on the floor beside the buttocks; the photograph shows arched hands rather than flat-palm support.|Die geraden Beine bleiben zusammen, während der Körper abhebt. Der Text nennt ausdrücklich Fingerspitzen am Boden neben dem Gesäß; das Foto zeigt gewölbte Hände statt flachem Handflächenstütz.|Прямые ноги остаются соединёнными при подъёме тела. Текст прямо указывает кончики пальцев кистей на полу рядом с ягодицами; на фото кисти сводчатые, а не плоско опирающиеся ладони.|finger_support|feet_together|fingertip_support|1
82|Sitzende Beinstreckung mit Zehengriff|Подъём прямых ног сидя с захватом пальцев|Both hands hold the big toes as the straight legs lift together in front of the seated body. The fingers close around the toes; knees remain extended.|Beide Hände halten die großen Zehen, während die geraden Beine zusammen vor dem sitzenden Körper anheben. Die Finger schließen sich um die Zehen; die Knie bleiben gestreckt.|Обе кисти держат большие пальцы ног при подъёме прямых соединённых ног перед сидящим корпусом. Пальцы кистей охватывают пальцы ног, колени остаются выпрямленными.|toe_grip_missing|feet_together|toe_grip|1,2
83|Sitzende Grätsche|Сед с разведёнными ногами|The selected upright plate spreads both straight legs along the floor, toes upward. Hands rest palm-down on the corresponding lower legs. Other plates add side or forward folds.|Im ausgewählten aufrechten Bild liegen beide geraden Beine weit am Boden, Zehen nach oben. Die Hände ruhen mit den Handflächen nach unten auf den zugehörigen Unterschenkeln. Weitere Bilder ergänzen Seiten- oder Vorbeugen.|На выбранном вертикальном снимке обе прямые ноги широко разведены по полу, пальцы вверх. Кисти ладонями вниз лежат на соответствующих голенях. Другие снимки добавляют боковой или передний наклон.|shin_hand_surface,palm_orientation|schematic|extended|1
84|Kopfstand|Стойка на голове|The selected upright headstand has the fingers interlaced behind the head and both forearms on the floor. The straight legs and feet remain together overhead; other plates show preparation and leg variations.|Im ausgewählten aufrechten Kopfstand sind die Finger hinter dem Kopf verschränkt, beide Unterarme am Boden. Gerade Beine und Füße bleiben oben zusammen; weitere Bilder zeigen Vorbereitung und Beinvarianten.|На выбранной вертикальной стойке пальцы кистей переплетены за головой, оба предплечья на полу. Прямые ноги и стопы соединены вверху; другие снимки показывают подготовку и варианты ног.|head_cradle,interlock_missing|feet_together,toe_extension|interlocked|3,4,5,6,7
85|Liegende Haltung mit Bein hinter dem Nacken|Положение лёжа с ногой за шеей|One leg passes behind the head toward the opposite shoulder; the other extends along the floor. The arms lie beside the hips in the plate, with finger details partly hidden.|Ein Bein führt hinter dem Kopf zur gegenüberliegenden Schulter, das andere liegt gestreckt am Boden. Im Bild liegen die Arme neben den Hüften, Fingerdetails sind teilweise verdeckt.|Одна нога проходит за головой к противоположному плечу, другая вытянута по полу. На снимке руки лежат сбоку от таза, детали пальцев частично скрыты.|source_unclear|behind_head,foot_angle|obscured|1
86|Stehende Rumpfdrehung|Поворот корпуса стоя|Feet are separated by about 50 cm in the text. One arm extends in the direction of the turn while the other bends across the chest. The selected photograph shows vertically oriented open palms.|Laut Text stehen die Füße etwa 50 cm auseinander. Ein Arm streckt sich in Drehrichtung, der andere beugt sich vor der Brust. Das ausgewählte Foto zeigt senkrecht ausgerichtete offene Handflächen.|По тексту стопы расставлены примерно на 50 см. Одна рука вытянута по направлению поворота, другая согнута перед грудью. На выбранном фото раскрытые ладони расположены вертикально.|palm_orientation|foot_spacing|extended|1
87|Sitz mit nach vorn gedrehten Fersen|Сед с пятками вперёд|Knees open to the sides and the joined feet rotate so the heels point forward. Hands rest at the knees, palms upward in the photograph, with small curved finger contacts not sharply resolved.|Knie seitlich geöffnet, verbundene Füße so gedreht, dass die Fersen nach vorn zeigen. Hände an den Knien, im Foto Handflächen nach oben; kleine gekrümmte Fingerkontakte sind nicht scharf erkennbar.|Колени разведены в стороны, соединённые стопы развёрнуты пятками вперёд. Кисти у коленей, на фото ладони вверх; мелкие контакты согнутых пальцев нечёткие.|palm_orientation|heel_forward|gesture_unclear|1,2
88|Stabstütz mit Bein hinter dem Nacken|Упор с ногой за шеей|One leg passes behind the head to the opposite shoulder. The palms are shoulder-width on the floor and the other leg reaches backward onto its toes, supporting the selected plank-like shape.|Ein Bein führt hinter dem Kopf zur gegenüberliegenden Schulter. Die Handflächen stehen schulterbreit am Boden, das andere Bein reicht nach hinten auf die Zehen und trägt die ausgewählte Stützhaltung.|Одна нога проходит за головой к противоположному плечу. Ладони на полу на ширине плеч, другая нога отведена назад с опорой на пальцы и поддерживает выбранное положение упора.|support_surface|behind_head,toe_support|support|1,2
89|Liegender Diamantsitz|Лежащая поза алмаза|From the kneeling seat the trunk arches backward onto the head. Both hands lie on the thighs; the feet remain folded beneath the pelvis as in the book's Vajrāsana.|Aus dem Fersensitz wölbt sich der Rumpf nach hinten auf den Kopf. Beide Hände liegen auf den Oberschenkeln; die Füße bleiben wie im Vajrāsana des Buches unter dem Becken gefaltet.|Из седа на пятках корпус прогнут назад до опоры на голову. Обе кисти лежат на бёдрах; стопы остаются сложенными под тазом, как в Ваджрасане книги.|thigh_hand_surface|heel_contact,feet_together|extended|1
90|Grätschenvorbeuge mit Ellenbogengriff|Наклон в широкой складке с захватом локтей|Straight legs spread along the floor as the chest lowers between them. Behind the back each hand grasps the opposite elbow, as explicitly stated in the text.|Gerade Beine liegen weit am Boden, die Brust sinkt dazwischen. Hinter dem Rücken hält jede Hand den gegenüberliegenden Ellenbogen, wie im Text ausdrücklich beschrieben.|Прямые ноги широко разведены по полу, грудь опускается между ними. За спиной каждая кисть захватывает противоположный локоть, как прямо указано в тексте.|elbow_grip_missing|schematic|elbow_grip|1
91|Krähenhocke|Присед ворона|A deep squat with feet about 35 cm apart in the text, heels on the floor in the photograph. Hands rest over the knees, fingers draping down their fronts.|Tiefe Hocke mit laut Text etwa 35 cm Fußabstand; im Foto liegen die Fersen am Boden. Hände auf den Knien, Finger über deren Vorderseiten nach unten.|Глубокий присед со стопами примерно в 35 см друг от друга по тексту; на фото пятки на полу. Кисти лежат на коленях, пальцы свисают по их передней поверхности.|knee_hand_surface|heel_contact,foot_spacing|extended|1
92|Schwebender Lotus mit Vorneigung|Подвешенный лотос с наклоном|The text specifies lotus legs in a lifted hand balance. Palms press into the floor, fingers spread; the folded feet tuck across the opposite thighs rather than trailing separately behind.|Der Text beschreibt Lotusbeine im angehobenen Handstütz. Handflächen drücken am Boden, Finger gespreizt; die gefalteten Füße liegen über den gegenüberliegenden Oberschenkeln und hängen nicht getrennt nach hinten.|Текст указывает ноги в лотосе в поднятом упоре на руках. Ладони на полу, пальцы разведены; сложенные стопы лежат на противоположных бёдрах, а не отдельно сзади.|support_surface|lotus_missing|support|1
93|Liegender Großzeh-zur-Nase-Griff|Большой палец ноги к носу лёжа|Lying on the back, both hands hold one foot so its big toe approaches the nose. The other leg stays straight on the floor. The later plate brings both feet toward the face.|In Rückenlage halten beide Hände einen Fuß, sodass dessen großer Zeh die Nase erreicht. Das andere Bein bleibt gerade am Boden. Das weitere Bild führt beide Füße zum Gesicht.|Лёжа на спине, обе кисти держат одну стопу, подводя её большой палец к носу. Другая нога остаётся прямой на полу. Следующий снимок подводит к лицу обе стопы.|foot_grip_missing|nose_toe_contact|foot_grip|1,2
94|Knie an den Ohren|Колени у ушей|The knees bend beside the ears in the overhead fold. Arms rest along the floor beside the torso. The selected photograph shows the toes bent onto the floor, heels raised behind the head.|Die Knie beugen sich in der Überkopfbeuge neben die Ohren. Die Arme ruhen neben dem Rumpf am Boden. Das ausgewählte Foto zeigt aufgestellte Zehen am Boden und angehobene Fersen hinter dem Kopf.|Колени согнуты у ушей в положении за головой. Руки лежат по полу вдоль корпуса. На выбранном фото пальцы ног подогнуты с опорой на пол, пятки подняты за головой.|source_unclear|toe_support,heel_height|relaxed|1
95|Meru-Stab mit Füßen am Kinn|Посох Меру со стопами у подбородка|From prone, the text brings the feet toward the chin using grips above the ankles. In the selected photograph both elbows rest on the floor and the toes meet below the chin.|Aus der Bauchlage führt der Text die Füße mit Griffen oberhalb der Knöchel zum Kinn. Im ausgewählten Foto ruhen beide Ellenbogen am Boden, die Zehen treffen sich unter dem Kinn.|Из положения на животе текст подводит стопы к подбородку захватами выше лодыжек. На выбранном снимке оба локтя на полу, пальцы ног соединены под подбородком.|ankle_grip_missing,floor_contact|chin_feet|ankle_grip|1
96|Großzeh-zur-Nase im weiten Ausfallschritt|Большой палец ноги к носу в широком шаге|In a long staggered stance the nose lowers toward the front big toe. Behind the back the left hand holds the right wrist, as the text specifies. The rear heel is raised in the plate.|Im langen Schritt senkt sich die Nase zum vorderen großen Zeh. Hinter dem Rücken hält laut Text die linke Hand das rechte Handgelenk. Die hintere Ferse ist im Bild angehoben.|В широком шаге нос опускается к большому пальцу передней ноги. За спиной левая кисть держит правое запястье, как указано в тексте. На снимке задняя пятка поднята.|wrist_grip_missing|heel_height,nose_toe_contact|wrist_grip|1,2
97|Stand des Kala Bhairava|Стойка Кала Бхайравы|The text places one foot directly behind the other, about 35 cm apart. One arm reaches forward and the other backward, hands open with extended fingers.|Laut Text steht ein Fuß direkt hinter dem anderen, etwa 35 cm entfernt. Ein Arm reicht nach vorn, der andere nach hinten, Hände offen und Finger gestreckt.|По тексту одна стопа расположена прямо за другой примерно в 35 см. Одна рука вытянута вперёд, другая назад, кисти раскрыты, пальцы выпрямлены.|schematic|foot_spacing|extended|2,3
98|Vierwinkelhaltung|Четырёхугольная поза|One heel tucks beneath the pelvis; the other leg rests on the shoulder with its heel near the chin. The hands interlace behind the head, as specified in the text.|Eine Ferse liegt unter dem Becken, das andere Bein auf der Schulter mit der Ferse nahe dem Kinn. Die Hände sind laut Text hinter dem Kopf verschränkt.|Одна пятка убрана под таз, другая нога лежит на плече пяткой у подбородка. Кисти сцеплены за головой, как указано в тексте.|neck_clasp,interlock_missing|chin_feet,tucked_feet|interlocked|1
99|Kuckuck im Lotus|Кукушка в лотосе|Lotus feet rest on the opposite thighs, heels near the navel. Each hand holds the toes of the same-side foot; the crossed forearms and elbows lower toward the floor.|Lotusfüße auf den gegenüberliegenden Oberschenkeln, Fersen nahe dem Nabel. Jede Hand hält die Zehen des gleichseitigen Fußes; gekreuzte Unterarme und Ellenbogen senken sich zum Boden.|Стопы лотоса лежат на противоположных бёдрах, пятки у пупка. Каждая кисть держит пальцы одноимённой стопы; скрещённые предплечья и локти опускаются к полу.|toe_grip_missing,floor_contact|lotus_missing|toe_grip|1
100|Skorpion im Unterarmstand|Скорпион на предплечьях|The selected variant rests on separated forearms and palms, with the knees bent and feet arcing toward the head. The second plate uses hand support and brings the toes to the forehead.|Die ausgewählte Variante ruht auf getrennten Unterarmen und Handflächen, Knie gebeugt, Füße zum Kopf gewölbt. Das zweite Bild verwendet Handstütz und führt die Zehen zur Stirn.|Выбранный вариант опирается на раздельные предплечья и ладони, колени согнуты, стопы заведены к голове. Второй снимок использует упор на кисти и подводит пальцы ног ко лбу.|support_surface|head_feet|support|1,2
101|Seitlage mit Faust als Kopfstütze|Боковое положение с кулаком под головой|One leg passes behind the head to the opposite shoulder; the other extends on the floor. The supporting elbow rests on the floor and its closed fist supports the head. The other hand rests on the straight leg's knee.|Ein Bein führt hinter dem Kopf zur gegenüberliegenden Schulter, das andere liegt gestreckt am Boden. Der stützende Ellenbogen liegt am Boden, seine geschlossene Faust trägt den Kopf. Die andere Hand liegt auf dem Knie des geraden Beins.|Одна нога проходит за головой к противоположному плечу, другая вытянута по полу. Опорный локоть на полу, сжатый кулак поддерживает голову. Другая кисть лежит на колене прямой ноги.|fist_missing,head_fist,knee_hand_surface|behind_head|fist|1
102|Pfau im Lotus|Павлин в лотосе|The horizontal body balances on both palms with lotus legs folded behind. The text specifies a four-finger-width gap between the hands; the feet remain on the opposite thighs.|Der waagerechte Körper balanciert auf beiden Handflächen, Lotusbeine hinten gefaltet. Laut Text beträgt der Handabstand vier Fingerbreiten; die Füße bleiben auf den gegenüberliegenden Oberschenkeln.|Горизонтальное тело балансирует на обеих ладонях, ноги сложены сзади в лотосе. Текст указывает расстояние между кистями в четыре пальца; стопы остаются на противоположных бёдрах.|hand_spacing,elbow_path|lotus_height|support|1
